# owner	field	kind	target
CConversation	Lines	struct	SConversationLine
CConversation	ObjectStates	link	CConversationStateLink
CConversation	ProductionLevelInfo	struct	SConversationProductionLevel
CConversation	RunActions	struct	SConversationRunActions
CConversation	SoundParent	link	CSoundLink
CConversation	Waits	struct	SConversationWait
CConversationState	Indices	struct	SConversationStateIndex
CConversationState	InfoIds	struct	SConversationStateInfoIds
CDataCollection	Button	link	CButtonLink
CDataCollection	DataRecord	struct	SDataCollectionRecord
CDataCollection	Pattern	link	CDataCollectionPatternLink
CDataCollectionAbil	Button	link	CButtonLink
CDataCollectionAbil	DataRecord	struct	SDataCollectionRecord
CDataCollectionAbil	Pattern	link	CDataCollectionPatternLink
CDataCollectionAbil	TechInfoAbil	link	CAbilLink
CDataCollectionAbil	TechInfoAbilReplaced	link	CAbilLink
CDataCollectionPattern	Fields	struct	SDataFieldsPattern
CDataCollectionPattern	Tokens	struct	SDataTokensPattern
CDataCollectionUnit	AbilInfoBuilt	link	CUnitLink
CDataCollectionUnit	AbilInfoLearned	link	CAbilLink
CDataCollectionUnit	AbilInfoMakeItem	link	CUnitLink
CDataCollectionUnit	AbilInfoNormal	link	CAbilLink
CDataCollectionUnit	AbilInfoResearch	link	CAbilLink
CDataCollectionUnit	AbilInfoSellItem	link	CUnitLink
CDataCollectionUnit	AbilInfoSellUnit	link	CUnitLink
CDataCollectionUnit	AbilInfoTrainUnit	link	CUnitLink
CDataCollectionUnit	AbilInfoUpgradeTo	link	CUnitLink
CDataCollectionUnit	Button	link	CButtonLink
CDataCollectionUnit	DataRecord	struct	SDataCollectionRecord
CDataCollectionUnit	Pattern	link	CDataCollectionPatternLink
CDataCollectionUnit	TechInfoUnit	link	CUnitLink
CDataCollectionUnit	TechInfoUnitReplaced	link	CUnitLink
CDataCollectionUnit	TechInfoUpgradeUsed	link	CUpgradeLink
CDataCollectionUnit	UpgradeInfoWeapon	struct	SUpgradeInfoWeapon
CDataCollectionUpgrade	Button	link	CButtonLink
CDataCollectionUpgrade	DataRecord	struct	SDataCollectionRecord
CDataCollectionUpgrade	Pattern	link	CDataCollectionPatternLink
CDataCollectionUpgrade	TechInfoUpgrade	link	CUpgradeLink
CDataCollectionUpgrade	TechInfoUpgradeReplaced	link	CUpgradeLink
CDecalPack	DecalArray	link	CRewardLink
CDecalPack	Image	struct	STextureSheetEntry
CEffect	Alert	link	CAlertLink
CEffect	DamageModifierSource	struct	SEffectWhichUnit
CEffect	Marker	struct	SMarker
CEffect	OwningPlayer	struct	SEffectWhichPlayer
CEffect	PreloadValidatorArray	link	CValidatorLink
CEffect	ValidatorArray	link	CValidatorLink
CEffectAddTrackedUnit	Alert	link	CAlertLink
CEffectAddTrackedUnit	BehaviorLink	link	CBehaviorLink
CEffectAddTrackedUnit	DamageModifierSource	struct	SEffectWhichUnit
CEffectAddTrackedUnit	Marker	struct	SMarker
CEffectAddTrackedUnit	OwningPlayer	struct	SEffectWhichPlayer
CEffectAddTrackedUnit	PreloadValidatorArray	link	CValidatorLink
CEffectAddTrackedUnit	TrackedUnit	struct	SEffectWhichUnit
CEffectAddTrackedUnit	TrackerUnit	struct	SEffectWhichUnit
CEffectAddTrackedUnit	ValidatorArray	link	CValidatorLink
CEffectAddTrackedUnits	Alert	link	CAlertLink
CEffectAddTrackedUnits	DamageModifierSource	struct	SEffectWhichUnit
CEffectAddTrackedUnits	Marker	struct	SMarker
CEffectAddTrackedUnits	OwningPlayer	struct	SEffectWhichPlayer
CEffectAddTrackedUnits	PreloadValidatorArray	link	CValidatorLink
CEffectAddTrackedUnits	SourceBehaviorLink	link	CBehaviorLink
CEffectAddTrackedUnits	SourceTrackerUnit	struct	SEffectWhichUnit
CEffectAddTrackedUnits	TargetBehaviorLink	link	CBehaviorLink
CEffectAddTrackedUnits	TargetTrackerUnit	struct	SEffectWhichUnit
CEffectAddTrackedUnits	ValidatorArray	link	CValidatorLink
CEffectApplyBehavior	Alert	link	CAlertLink
CEffectApplyBehavior	Behavior	link	CBehaviorLink
CEffectApplyBehavior	Count	struct	SAccumulatedUInt32
CEffectApplyBehavior	DamageModifierSource	struct	SEffectWhichUnit
CEffectApplyBehavior	Marker	struct	SMarker
CEffectApplyBehavior	OwningPlayer	struct	SEffectWhichPlayer
CEffectApplyBehavior	PreloadValidatorArray	link	CValidatorLink
CEffectApplyBehavior	ValidatorArray	link	CValidatorLink
CEffectApplyBehavior	WhichUnit	struct	SEffectWhichUnit
CEffectApplyForce	Alert	link	CAlertLink
CEffectApplyForce	DamageModifierSource	struct	SEffectWhichUnit
CEffectApplyForce	Marker	struct	SMarker
CEffectApplyForce	OwningPlayer	struct	SEffectWhichPlayer
CEffectApplyForce	PreloadValidatorArray	link	CValidatorLink
CEffectApplyForce	TimeScaleSource	struct	SEffectWhichTimeScale
CEffectApplyForce	ValidatorArray	link	CValidatorLink
CEffectApplyForce	WhichLocation	struct	SEffectWhichLocation
CEffectApplyForce	WhichUnit	struct	SEffectWhichUnit
CEffectApplyKinetic	Alert	link	CAlertLink
CEffectApplyKinetic	DamageModifierSource	struct	SEffectWhichUnit
CEffectApplyKinetic	ImpactUnit	struct	SEffectWhichUnit
CEffectApplyKinetic	Kinetic	link	CKineticLink
CEffectApplyKinetic	Marker	struct	SMarker
CEffectApplyKinetic	OwningPlayer	struct	SEffectWhichPlayer
CEffectApplyKinetic	PreloadValidatorArray	link	CValidatorLink
CEffectApplyKinetic	ValidatorArray	link	CValidatorLink
CEffectCancelOrder	Alert	link	CAlertLink
CEffectCancelOrder	DamageModifierSource	struct	SEffectWhichUnit
CEffectCancelOrder	Marker	struct	SMarker
CEffectCancelOrder	OwningPlayer	struct	SEffectWhichPlayer
CEffectCancelOrder	PreloadValidatorArray	link	CValidatorLink
CEffectCancelOrder	ValidatorArray	link	CValidatorLink
CEffectCancelOrder	WhichUnit	struct	SEffectWhichUnit
CEffectClearTrackedUnits	Alert	link	CAlertLink
CEffectClearTrackedUnits	BehaviorLink	link	CBehaviorLink
CEffectClearTrackedUnits	ClearValidatorArray	link	CValidatorLink
CEffectClearTrackedUnits	DamageModifierSource	struct	SEffectWhichUnit
CEffectClearTrackedUnits	Marker	struct	SMarker
CEffectClearTrackedUnits	OwningPlayer	struct	SEffectWhichPlayer
CEffectClearTrackedUnits	PreloadValidatorArray	link	CValidatorLink
CEffectClearTrackedUnits	TrackerUnit	struct	SEffectWhichUnit
CEffectClearTrackedUnits	ValidatorArray	link	CValidatorLink
CEffectCreateHealer	Alert	link	CAlertLink
CEffectCreateHealer	AmountScoreArray	struct	SScoreValueUpdate
CEffectCreateHealer	DamageModifierSource	struct	SEffectWhichUnit
CEffectCreateHealer	DrainVitalCostFactor	struct	SAccumulatedFixed
CEffectCreateHealer	ExpireEffect	link	CEffectLink
CEffectCreateHealer	FinalEffect	link	CEffectLink
CEffectCreateHealer	ImpactUnit	struct	SEffectWhichUnit
CEffectCreateHealer	InitialEffect	link	CEffectLink
CEffectCreateHealer	LaunchUnit	struct	SEffectWhichUnit
CEffectCreateHealer	Marker	struct	SMarker
CEffectCreateHealer	OwningPlayer	struct	SEffectWhichPlayer
CEffectCreateHealer	PeriodicEffect	link	CEffectLink
CEffectCreateHealer	PeriodicValidator	link	CValidatorLink
CEffectCreateHealer	PreloadValidatorArray	link	CValidatorLink
CEffectCreateHealer	RechargeVitalRate	struct	SAccumulatedGameRate
CEffectCreateHealer	TimeScaleSource	struct	SEffectWhichTimeScale
CEffectCreateHealer	ValidatorArray	link	CValidatorLink
CEffectCreatePersistent	AINotifyEffect	link	CEffectLink
CEffectCreatePersistent	Alert	link	CAlertLink
CEffectCreatePersistent	DamageModifierSource	struct	SEffectWhichUnit
CEffectCreatePersistent	ExpireDelay	struct	SAccumulatedGameTime
CEffectCreatePersistent	ExpireEffect	link	CEffectLink
CEffectCreatePersistent	FinalEffect	link	CEffectLink
CEffectCreatePersistent	InitialEffect	link	CEffectLink
CEffectCreatePersistent	Marker	struct	SMarker
CEffectCreatePersistent	OffsetFacingFallback	struct	SEffectWhichLocation
CEffectCreatePersistent	OffsetVectorEndLocation	struct	SEffectWhichLocation
CEffectCreatePersistent	OffsetVectorStartLocation	struct	SEffectWhichLocation
CEffectCreatePersistent	OwningPlayer	struct	SEffectWhichPlayer
CEffectCreatePersistent	PeriodCount	struct	SAccumulatedUInt32
CEffectCreatePersistent	PeriodicEffectArray	link	CEffectLink
CEffectCreatePersistent	PeriodicValidator	link	CValidatorLink
CEffectCreatePersistent	PreloadValidatorArray	link	CValidatorLink
CEffectCreatePersistent	RevealRadius	struct	SAccumulatedFixed
CEffectCreatePersistent	TeleportValidator	link	CValidatorLink
CEffectCreatePersistent	TimeScaleSource	struct	SEffectWhichTimeScale
CEffectCreatePersistent	ValidatorArray	link	CValidatorLink
CEffectCreatePersistent	WhichLocation	struct	SEffectWhichLocation
CEffectCreateUnit	Alert	link	CAlertLink
CEffectCreateUnit	DamageModifierSource	struct	SEffectWhichUnit
CEffectCreateUnit	Marker	struct	SMarker
CEffectCreateUnit	Origin	struct	SEffectWhichLocation
CEffectCreateUnit	OwningPlayer	struct	SEffectWhichPlayer
CEffectCreateUnit	PreloadValidatorArray	link	CValidatorLink
CEffectCreateUnit	RallyUnit	struct	SEffectWhichUnit
CEffectCreateUnit	SelectUnit	struct	SEffectWhichUnit
CEffectCreateUnit	SpawnCount	struct	SAccumulatedUInt32
CEffectCreateUnit	SpawnEffect	link	CEffectLink
CEffectCreateUnit	SpawnOwner	struct	SEffectWhichPlayer
CEffectCreateUnit	SpawnUnit	link	CUnitLink
CEffectCreateUnit	TypeFallbackUnit	struct	SEffectWhichUnit
CEffectCreateUnit	ValidatorArray	link	CValidatorLink
CEffectCreateUnit	WhichLocation	struct	SEffectWhichLocation
CEffectCreep	Alert	link	CAlertLink
CEffectCreep	DamageModifierSource	struct	SEffectWhichUnit
CEffectCreep	Marker	struct	SMarker
CEffectCreep	OwningPlayer	struct	SEffectWhichPlayer
CEffectCreep	PreloadValidatorArray	link	CValidatorLink
CEffectCreep	Radius	struct	SAccumulatedFixed
CEffectCreep	ValidatorArray	link	CValidatorLink
CEffectCreep	WhichLocation	struct	SEffectWhichLocation
CEffectDamage	Alert	link	CAlertLink
CEffectDamage	Amount	struct	SAccumulatedFixed
CEffectDamage	AmountScoreArray	struct	SScoreValueUpdate
CEffectDamage	AreaArray	struct	SEffectDamageArea
CEffectDamage	DamageInheritEffect	link	CEffectLink
CEffectDamage	DamageModifierSource	struct	SEffectWhichUnit
CEffectDamage	ExcludeArray	struct	SEffectWhichUnit
CEffectDamage	Fraction	struct	SAccumulatedFixed
CEffectDamage	ImpactLocation	struct	SEffectWhichLocation
CEffectDamage	ImpactUnitValidator	link	CValidatorLink
CEffectDamage	IncludeArray	struct	SEffectWhichUnit
CEffectDamage	LaunchLocation	struct	SEffectWhichLocation
CEffectDamage	LeechScoreArray	struct	SScoreValueUpdate
CEffectDamage	Marker	struct	SMarker
CEffectDamage	MaxCount	struct	SAccumulatedUInt32
CEffectDamage	OwningPlayer	struct	SEffectWhichPlayer
CEffectDamage	PreloadValidatorArray	link	CValidatorLink
CEffectDamage	RevealerParams	struct	SEffectSearchRevealerParams
CEffectDamage	TargetSorts	struct	STargetSorts
CEffectDamage	ValidatorArray	link	CValidatorLink
CEffectDestroyHealer	Alert	link	CAlertLink
CEffectDestroyHealer	DamageModifierSource	struct	SEffectWhichUnit
CEffectDestroyHealer	Effect	link	CEffectLink
CEffectDestroyHealer	Marker	struct	SMarker
CEffectDestroyHealer	OwningPlayer	struct	SEffectWhichPlayer
CEffectDestroyHealer	PreloadValidatorArray	link	CValidatorLink
CEffectDestroyHealer	ValidatorArray	link	CValidatorLink
CEffectDestroyHealer	WhichLocation	struct	SEffectWhichLocation
CEffectDestroyPersistent	Alert	link	CAlertLink
CEffectDestroyPersistent	DamageModifierSource	struct	SEffectWhichUnit
CEffectDestroyPersistent	Effect	link	CEffectLink
CEffectDestroyPersistent	Marker	struct	SMarker
CEffectDestroyPersistent	OwningPlayer	struct	SEffectWhichPlayer
CEffectDestroyPersistent	PreloadValidatorArray	link	CValidatorLink
CEffectDestroyPersistent	ValidatorArray	link	CValidatorLink
CEffectDestroyPersistent	WhichLocation	struct	SEffectWhichLocation
CEffectEnumArea	Alert	link	CAlertLink
CEffectEnumArea	AreaArray	struct	SEffectEnumArea
CEffectEnumArea	DamageModifierSource	struct	SEffectWhichUnit
CEffectEnumArea	ExcludeArray	struct	SEffectWhichUnit
CEffectEnumArea	ExtraRadiusBonus	struct	SAccumulatedFixed
CEffectEnumArea	ImpactLocation	struct	SEffectWhichLocation
CEffectEnumArea	IncludeArray	struct	SEffectWhichUnit
CEffectEnumArea	LaunchLocation	struct	SEffectWhichLocation
CEffectEnumArea	Marker	struct	SMarker
CEffectEnumArea	MaxCount	struct	SAccumulatedUInt32
CEffectEnumArea	OwningPlayer	struct	SEffectWhichPlayer
CEffectEnumArea	PreloadValidatorArray	link	CValidatorLink
CEffectEnumArea	RevealerParams	struct	SEffectSearchRevealerParams
CEffectEnumArea	TargetSorts	struct	STargetSorts
CEffectEnumArea	ValidatorArray	link	CValidatorLink
CEffectEnumInventory	Alert	link	CAlertLink
CEffectEnumInventory	DamageModifierSource	struct	SEffectWhichUnit
CEffectEnumInventory	Effect	link	CEffectLink
CEffectEnumInventory	Marker	struct	SMarker
CEffectEnumInventory	OwningPlayer	struct	SEffectWhichPlayer
CEffectEnumInventory	PreloadValidatorArray	link	CValidatorLink
CEffectEnumInventory	ValidatorArray	link	CValidatorLink
CEffectEnumInventory	WhichUnit	struct	SEffectWhichUnit
CEffectEnumMagazine	Alert	link	CAlertLink
CEffectEnumMagazine	DamageModifierSource	struct	SEffectWhichUnit
CEffectEnumMagazine	EffectExternal	link	CEffectLink
CEffectEnumMagazine	EffectInternal	link	CEffectLink
CEffectEnumMagazine	Marker	struct	SMarker
CEffectEnumMagazine	OwningPlayer	struct	SEffectWhichPlayer
CEffectEnumMagazine	PreloadValidatorArray	link	CValidatorLink
CEffectEnumMagazine	ValidatorArray	link	CValidatorLink
CEffectEnumMagazine	WhichUnit	struct	SEffectWhichUnit
CEffectEnumTrackedUnits	Alert	link	CAlertLink
CEffectEnumTrackedUnits	BehaviorLink	link	CBehaviorLink
CEffectEnumTrackedUnits	DamageModifierSource	struct	SEffectWhichUnit
CEffectEnumTrackedUnits	Effect	link	CEffectLink
CEffectEnumTrackedUnits	Marker	struct	SMarker
CEffectEnumTrackedUnits	OwningPlayer	struct	SEffectWhichPlayer
CEffectEnumTrackedUnits	PreloadValidatorArray	link	CValidatorLink
CEffectEnumTrackedUnits	TrackerUnit	struct	SEffectWhichUnit
CEffectEnumTrackedUnits	ValidatorArray	link	CValidatorLink
CEffectEnumTransport	Alert	link	CAlertLink
CEffectEnumTransport	DamageModifierSource	struct	SEffectWhichUnit
CEffectEnumTransport	Effect	link	CEffectLink
CEffectEnumTransport	Marker	struct	SMarker
CEffectEnumTransport	OwningPlayer	struct	SEffectWhichPlayer
CEffectEnumTransport	PreloadValidatorArray	link	CValidatorLink
CEffectEnumTransport	ValidatorArray	link	CValidatorLink
CEffectEnumTransport	WhichUnit	struct	SEffectWhichUnit
CEffectIssueOrder	Abil	link	CAbilLink
CEffectIssueOrder	Alert	link	CAlertLink
CEffectIssueOrder	DamageModifierSource	struct	SEffectWhichUnit
CEffectIssueOrder	Marker	struct	SMarker
CEffectIssueOrder	OwningPlayer	struct	SEffectWhichPlayer
CEffectIssueOrder	Player	struct	SEffectWhichPlayer
CEffectIssueOrder	PreloadValidatorArray	link	CValidatorLink
CEffectIssueOrder	Target	struct	SEffectWhichLocation
CEffectIssueOrder	ValidatorArray	link	CValidatorLink
CEffectIssueOrder	WhichUnit	struct	SEffectWhichUnit
CEffectLastTarget	Alert	link	CAlertLink
CEffectLastTarget	DamageModifierSource	struct	SEffectWhichUnit
CEffectLastTarget	Effect	link	CEffectLink
CEffectLastTarget	Marker	struct	SMarker
CEffectLastTarget	OwningPlayer	struct	SEffectWhichPlayer
CEffectLastTarget	PreloadValidatorArray	link	CValidatorLink
CEffectLastTarget	ValidatorArray	link	CValidatorLink
CEffectLastTarget	WhichUnit	struct	SEffectWhichUnit
CEffectLaunchMissile	Alert	link	CAlertLink
CEffectLaunchMissile	AmmoOwner	struct	SEffectWhichPlayer
CEffectLaunchMissile	AmmoUnit	link	CUnitLink
CEffectLaunchMissile	BounceArray	struct	SEffectMissileBounce
CEffectLaunchMissile	DamageModifierSource	struct	SEffectWhichUnit
CEffectLaunchMissile	FinishEffect	link	CEffectLink
CEffectLaunchMissile	ImpactEffect	link	CEffectLink
CEffectLaunchMissile	ImpactLocation	struct	SEffectWhichLocation
CEffectLaunchMissile	InterruptEffect	link	CEffectLink
CEffectLaunchMissile	LaunchEffect	link	CEffectLink
CEffectLaunchMissile	LaunchLocation	struct	SEffectWhichLocation
CEffectLaunchMissile	Marker	struct	SMarker
CEffectLaunchMissile	Movers	struct	SEffectMover
CEffectLaunchMissile	OwningPlayer	struct	SEffectWhichPlayer
CEffectLaunchMissile	PeriodicEffect	link	CEffectLink
CEffectLaunchMissile	PeriodicValidator	link	CValidatorLink
CEffectLaunchMissile	PlaceholderUnit	link	CUnitLink
CEffectLaunchMissile	PlacementAround	struct	SEffectWhichLocation
CEffectLaunchMissile	PreloadValidatorArray	link	CValidatorLink
CEffectLaunchMissile	ReturnMovers	struct	SEffectMover
CEffectLaunchMissile	SearchEffect	link	CEffectLink
CEffectLaunchMissile	SearchHitArriveEffect	link	CEffectLink
CEffectLaunchMissile	TransferBehavior	link	CBehaviorLink
CEffectLaunchMissile	ValidatorArray	link	CValidatorLink
CEffectLoadContainer	Alert	link	CAlertLink
CEffectLoadContainer	ContainerAbil	link	CAbilLink
CEffectLoadContainer	ContainerUnit	struct	SEffectWhichUnit
CEffectLoadContainer	DamageModifierSource	struct	SEffectWhichUnit
CEffectLoadContainer	Marker	struct	SMarker
CEffectLoadContainer	OwningPlayer	struct	SEffectWhichPlayer
CEffectLoadContainer	PreloadValidatorArray	link	CValidatorLink
CEffectLoadContainer	ValidatorArray	link	CValidatorLink
CEffectLoadContainer	WhichUnit	struct	SEffectWhichUnit
CEffectModifyPlayer	Alert	link	CAlertLink
CEffectModifyPlayer	Cost	struct	SEffectModifyPlayerCost
CEffectModifyPlayer	DamageModifierSource	struct	SEffectWhichUnit
CEffectModifyPlayer	EffectArray	struct	SUpgradeEffect
CEffectModifyPlayer	Marker	struct	SMarker
CEffectModifyPlayer	OwningPlayer	struct	SEffectWhichPlayer
CEffectModifyPlayer	PreloadValidatorArray	link	CValidatorLink
CEffectModifyPlayer	Upgrades	struct	SEffectUpgrade
CEffectModifyPlayer	ValidatorArray	link	CValidatorLink
CEffectModifyPlayer	WhichPlayer	struct	SEffectWhichPlayer
CEffectModifyUnit	Alert	link	CAlertLink
CEffectModifyUnit	Cost	struct	SEffectModifyUnitCost
CEffectModifyUnit	DamageModifierSource	struct	SEffectWhichUnit
CEffectModifyUnit	FacingLocation	struct	SEffectWhichLocation
CEffectModifyUnit	ImpactUnit	struct	SEffectWhichUnit
CEffectModifyUnit	KillCreditUnit	struct	SEffectWhichUnit
CEffectModifyUnit	LaunchUnit	struct	SEffectWhichUnit
CEffectModifyUnit	LearnAbilReset	link	CAbilLink
CEffectModifyUnit	Marker	struct	SMarker
CEffectModifyUnit	ModifyOwnerPlayer	struct	SEffectWhichPlayer
CEffectModifyUnit	ModifyTurret	struct	SEffectModifyTurret
CEffectModifyUnit	OwningPlayer	struct	SEffectWhichPlayer
CEffectModifyUnit	PreloadValidatorArray	link	CValidatorLink
CEffectModifyUnit	RallyUnit	struct	SEffectWhichUnit
CEffectModifyUnit	SalvageFactor	struct	SCostFactor
CEffectModifyUnit	SelectTransferUnit	struct	SEffectWhichUnit
CEffectModifyUnit	TransferUnit	struct	SEffectWhichUnit
CEffectModifyUnit	ValidatorArray	link	CValidatorLink
CEffectModifyUnit	VeterancyBehavior	link	CBehaviorLink
CEffectModifyUnit	VitalArray	struct	SEffectModifyVital
CEffectModifyUnit	Weapon	struct	SEffectModifyWeapon
CEffectMorph	AbilKeyFallback	link	CAbilLink
CEffectMorph	Alert	link	CAlertLink
CEffectMorph	DamageModifierSource	struct	SEffectWhichUnit
CEffectMorph	Marker	struct	SMarker
CEffectMorph	MorphUnit	link	CUnitLink
CEffectMorph	OwningPlayer	struct	SEffectWhichPlayer
CEffectMorph	PreloadValidatorArray	link	CValidatorLink
CEffectMorph	TypeFallbackUnit	struct	SEffectWhichUnit
CEffectMorph	ValidatorArray	link	CValidatorLink
CEffectMorph	WhichUnit	struct	SEffectWhichUnit
CEffectRandomPointInCircle	Alert	link	CAlertLink
CEffectRandomPointInCircle	DamageModifierSource	struct	SEffectWhichUnit
CEffectRandomPointInCircle	Effect	link	CEffectLink
CEffectRandomPointInCircle	Marker	struct	SMarker
CEffectRandomPointInCircle	OwningPlayer	struct	SEffectWhichPlayer
CEffectRandomPointInCircle	PreloadValidatorArray	link	CValidatorLink
CEffectRandomPointInCircle	Radius	struct	SAccumulatedFixed
CEffectRandomPointInCircle	ValidatorArray	link	CValidatorLink
CEffectRandomPointInCircle	WhichLocation	struct	SEffectWhichLocation
CEffectRedirectMissile	Alert	link	CAlertLink
CEffectRedirectMissile	DamageModifierSource	struct	SEffectWhichUnit
CEffectRedirectMissile	ImpactLocation	struct	SEffectWhichLocation
CEffectRedirectMissile	Marker	struct	SMarker
CEffectRedirectMissile	Movers	struct	SEffectMover
CEffectRedirectMissile	OwningPlayer	struct	SEffectWhichPlayer
CEffectRedirectMissile	PreloadValidatorArray	link	CValidatorLink
CEffectRedirectMissile	ValidatorArray	link	CValidatorLink
CEffectRedirectMissile	WhichUnit	struct	SEffectWhichUnit
CEffectReleaseMagazine	Alert	link	CAlertLink
CEffectReleaseMagazine	DamageModifierSource	struct	SEffectWhichUnit
CEffectReleaseMagazine	Marker	struct	SMarker
CEffectReleaseMagazine	OwningPlayer	struct	SEffectWhichPlayer
CEffectReleaseMagazine	PreloadValidatorArray	link	CValidatorLink
CEffectReleaseMagazine	ValidatorArray	link	CValidatorLink
CEffectReleaseMagazine	WhichUnit	struct	SEffectWhichUnit
CEffectRemoveBehavior	Alert	link	CAlertLink
CEffectRemoveBehavior	BehaviorLink	link	CBehaviorLink
CEffectRemoveBehavior	DamageModifierSource	struct	SEffectWhichUnit
CEffectRemoveBehavior	ExcludeCasterUnit	struct	SEffectWhichUnit
CEffectRemoveBehavior	ExcludeOriginPlayer	struct	SEffectWhichPlayer
CEffectRemoveBehavior	Marker	struct	SMarker
CEffectRemoveBehavior	OwningPlayer	struct	SEffectWhichPlayer
CEffectRemoveBehavior	PreloadValidatorArray	link	CValidatorLink
CEffectRemoveBehavior	RequireCasterUnit	struct	SEffectWhichUnit
CEffectRemoveBehavior	RequireOriginPlayer	struct	SEffectWhichPlayer
CEffectRemoveBehavior	ValidatorArray	link	CValidatorLink
CEffectRemoveBehavior	WhichUnit	struct	SEffectWhichUnit
CEffectRemoveKinetic	Alert	link	CAlertLink
CEffectRemoveKinetic	DamageModifierSource	struct	SEffectWhichUnit
CEffectRemoveKinetic	ImpactUnit	struct	SEffectWhichUnit
CEffectRemoveKinetic	KineticLink	link	CKineticLink
CEffectRemoveKinetic	Marker	struct	SMarker
CEffectRemoveKinetic	OwningPlayer	struct	SEffectWhichPlayer
CEffectRemoveKinetic	PreloadValidatorArray	link	CValidatorLink
CEffectRemoveKinetic	ValidatorArray	link	CValidatorLink
CEffectRemoveTrackedUnit	Alert	link	CAlertLink
CEffectRemoveTrackedUnit	BehaviorLink	link	CBehaviorLink
CEffectRemoveTrackedUnit	DamageModifierSource	struct	SEffectWhichUnit
CEffectRemoveTrackedUnit	Marker	struct	SMarker
CEffectRemoveTrackedUnit	OwningPlayer	struct	SEffectWhichPlayer
CEffectRemoveTrackedUnit	PreloadValidatorArray	link	CValidatorLink
CEffectRemoveTrackedUnit	TrackedUnit	struct	SEffectWhichUnit
CEffectRemoveTrackedUnit	TrackerUnit	struct	SEffectWhichUnit
CEffectRemoveTrackedUnit	ValidatorArray	link	CValidatorLink
CEffectResponse	Alert	link	CAlertLink
CEffectResponse	DamageModifierSource	struct	SEffectWhichUnit
CEffectResponse	Marker	struct	SMarker
CEffectResponse	OwningPlayer	struct	SEffectWhichPlayer
CEffectResponse	PreloadValidatorArray	link	CValidatorLink
CEffectResponse	ValidatorArray	link	CValidatorLink
CEffectReturnMagazine	Alert	link	CAlertLink
CEffectReturnMagazine	DamageModifierSource	struct	SEffectWhichUnit
CEffectReturnMagazine	MagazineEffect	link	CEffectLink
CEffectReturnMagazine	Marker	struct	SMarker
CEffectReturnMagazine	OwningPlayer	struct	SEffectWhichPlayer
CEffectReturnMagazine	PreloadValidatorArray	link	CValidatorLink
CEffectReturnMagazine	ValidatorArray	link	CValidatorLink
CEffectReturnMagazine	WhichUnit	struct	SEffectWhichUnit
CEffectSet	Alert	link	CAlertLink
CEffectSet	DamageModifierSource	struct	SEffectWhichUnit
CEffectSet	EffectArray	link	CEffectLink
CEffectSet	Marker	struct	SMarker
CEffectSet	MaxCount	struct	SAccumulatedUInt32
CEffectSet	MinCount	struct	SAccumulatedUInt32
CEffectSet	OwningPlayer	struct	SEffectWhichPlayer
CEffectSet	PreloadValidatorArray	link	CValidatorLink
CEffectSet	ValidatorArray	link	CValidatorLink
CEffectSwitch	Alert	link	CAlertLink
CEffectSwitch	CaseArray	struct	SEffectSwitchCase
CEffectSwitch	CaseDefault	link	CEffectLink
CEffectSwitch	DamageModifierSource	struct	SEffectWhichUnit
CEffectSwitch	Marker	struct	SMarker
CEffectSwitch	OwningPlayer	struct	SEffectWhichPlayer
CEffectSwitch	PreloadValidatorArray	link	CValidatorLink
CEffectSwitch	ValidatorArray	link	CValidatorLink
CEffectTeleport	Alert	link	CAlertLink
CEffectTeleport	DamageModifierSource	struct	SEffectWhichUnit
CEffectTeleport	Marker	struct	SMarker
CEffectTeleport	OwningPlayer	struct	SEffectWhichPlayer
CEffectTeleport	PlacementAround	struct	SEffectWhichLocation
CEffectTeleport	PreloadValidatorArray	link	CValidatorLink
CEffectTeleport	SourceLocation	struct	SEffectWhichLocation
CEffectTeleport	TargetLocation	struct	SEffectWhichLocation
CEffectTeleport	TeleportEffect	link	CEffectLink
CEffectTeleport	ValidatorArray	link	CValidatorLink
CEffectTeleport	WhichUnit	struct	SEffectWhichUnit
CEffectTransferBehavior	Alert	link	CAlertLink
CEffectTransferBehavior	Behavior	link	CBehaviorLink
CEffectTransferBehavior	DamageModifierSource	struct	SEffectWhichUnit
CEffectTransferBehavior	ExcludeCasterUnit	struct	SEffectWhichUnit
CEffectTransferBehavior	ExcludeOriginPlayer	struct	SEffectWhichPlayer
CEffectTransferBehavior	ImpactUnit	struct	SEffectWhichUnit
CEffectTransferBehavior	LaunchUnit	struct	SEffectWhichUnit
CEffectTransferBehavior	Marker	struct	SMarker
CEffectTransferBehavior	OwningPlayer	struct	SEffectWhichPlayer
CEffectTransferBehavior	PreloadValidatorArray	link	CValidatorLink
CEffectTransferBehavior	RequireCasterUnit	struct	SEffectWhichUnit
CEffectTransferBehavior	RequireOriginPlayer	struct	SEffectWhichPlayer
CEffectTransferBehavior	ValidatorArray	link	CValidatorLink
CEffectUseCalldown	Alert	link	CAlertLink
CEffectUseCalldown	CalldownEffect	link	CEffectLink
CEffectUseCalldown	DamageModifierSource	struct	SEffectWhichUnit
CEffectUseCalldown	Marker	struct	SMarker
CEffectUseCalldown	OwningPlayer	struct	SEffectWhichPlayer
CEffectUseCalldown	PreloadValidatorArray	link	CValidatorLink
CEffectUseCalldown	ValidatorArray	link	CValidatorLink
